Sleep_Hours,Sleep_Quality_Score,Caffeine_Intake_mg,Screen_Time_Before_Bed,Morning_Mood,Work_Productivity_Score,Error_Rate,Energy_Level
7.7,9,219.0,11.0,Excellent,78,3.71,10
5.3,6,115.0,132.0,Neutral,56,10.48,7
8.0,10,289.0,41.0,Excellent,95,4.03,10
7.6,9,171.0,135.0,Good,88,1.32,10
6.5,8,47.0,4.0,Neutral,83,4.68,10
5.7,6,53.0,149.0,Good,65,9.89,8
5.7,7,27.0,32.0,Neutral,57,12.29,6
7.8,10,148.0,10.0,Excellent,89,2.82,10
8.8,8,30.0,69.0,Neutral,74,3.08,8
6.0,6,186.0,96.0,Neutral,60,10.67,8
7.7,9,63.0,3.0,Good,80,2.06,10
3.9,2,290.0,240.0,Bad,40,15.85,5
6.1,7,115.0,72.0,Neutral,62,7.58,8
7.0,8,194.0,23.0,Good,88,2.61,10
5.6,7,112.0,10.0,Good,72,9.03,10
5.6,7,109.0,30.0,Neutral,78,3.56,9
6.0,8,203.0,15.0,Neutral,72,10.3,8
7.4,8,18.0,41.0,Excellent,76,6.98,9
6.7,8,205.0,91.0,Good,76,7.37,9
3.6,4,471.0,65.0,Bad,37,13.36,6
3.8,4,401.0,34.0,Neutral,44,12.11,6
6.1,7,157.0,8.0,Good,75,6.02,9
7.7,7,247.0,189.0,Good,70,8.64,8
2.9,4,323.0,19.0,Bad,40,12.21,6
6.3,7,155.0,20.0,Neutral,69,5.62,9
6.2,6,125.0,62.0,Good,59,12.42,8
9.1,8,202.0,88.0,Good,80,7.44,10
6.4,5,84.0,240.0,Bad,53,11.04,7
7.6,6,222.0,209.0,Neutral,71,8.12,8
7.2,7,117.0,147.0,Neutral,60,6.17,7
3.8,5,415.0,34.0,Neutral,55,10.57,6
8.2,9,82.0,11.0,Excellent,85,0.0,9
7.3,8,174.0,53.0,Good,78,4.67,9
7.8,9,389.0,1.0,Good,87,5.36,10
10.0,8,12.0,13.0,Good,68,9.29,8
3.9,5,111.0,0.0,Neutral,53,10.31,6
9.6,7,529.0,12.0,Good,44,11.53,7
6.6,7,600.0,39.0,Good,53,12.99,5
7.4,9,194.0,30.0,Excellent,87,1.08,10
6.9,8,215.0,28.0,Excellent,72,3.8,9
6.4,7,45.0,107.0,Neutral,68,5.79,7
6.1,7,383.0,67.0,Good,70,10.14,8
7.5,7,381.0,165.0,Neutral,77,4.74,10
4.7,5,41.0,35.0,Neutral,43,14.67,6
8.1,9,229.0,19.0,Neutral,84,3.99,10
6.4,7,146.0,8.0,Good,74,10.55,9
5.3,7,376.0,67.0,Neutral,66,9.0,8
6.3,7,291.0,111.0,Good,80,6.71,9
8.9,9,111.0,12.0,Excellent,69,6.47,8
6.2,5,75.0,127.0,Bad,51,9.67,6
7.5,8,123.0,45.0,Neutral,70,5.88,9
5.9,7,257.0,9.0,Good,79,3.1,10
8.1,10,275.0,62.0,Excellent,93,3.4,10
8.0,9,19.0,44.0,Good,86,3.29,9
9.8,8,79.0,2.0,Neutral,75,3.64,9
6.7,7,7.0,31.0,Good,71,4.85,8
8.0,8,518.0,92.0,Good,72,8.88,8
7.1,8,282.0,49.0,Good,82,6.25,10
8.9,9,39.0,20.0,Excellent,93,3.04,10
5.9,5,150.0,158.0,Neutral,61,7.39,7
8.1,9,101.0,16.0,Excellent,88,0.75,10
6.7,8,297.0,17.0,Good,78,6.29,10
6.9,9,168.0,26.0,Excellent,84,4.13,10
7.1,7,70.0,135.0,Neutral,69,9.86,8
7.4,9,159.0,43.0,Good,78,2.02,9
6.8,8,119.0,69.0,Neutral,92,0.29,10
7.3,6,290.0,224.0,Neutral,68,5.62,10
9.4,7,380.0,92.0,Neutral,77,4.78,8
8.5,9,147.0,11.0,Good,82,7.19,10
8.3,9,58.0,93.0,Excellent,85,4.31,10
6.3,6,111.0,83.0,Neutral,62,6.73,8
5.7,7,316.0,16.0,Good,74,3.78,9
8.4,8,162.0,24.0,Good,71,5.63,9
8.3,9,347.0,74.0,Good,98,0.0,10
9.2,8,60.0,16.0,Good,71,8.7,10
6.1,7,178.0,14.0,Good,59,10.65,8
6.7,9,93.0,73.0,Good,80,4.99,9
4.5,5,99.0,128.0,Neutral,50,10.57,6
6.4,8,208.0,5.0,Good,78,5.73,10
8.5,9,138.0,35.0,Excellent,94,2.34,10
6.3,7,170.0,56.0,Good,67,9.51,8
8.0,10,350.0,68.0,Excellent,94,6.7,10
6.7,5,91.0,240.0,Neutral,59,12.01,7
7.5,9,68.0,69.0,Good,69,3.87,8
5.3,7,67.0,58.0,Neutral,63,10.74,7
7.1,6,198.0,240.0,Neutral,60,9.57,8
2.5,4,72.0,4.0,Bad,38,15.51,6
6.7,9,245.0,5.0,Good,84,5.92,10
4.6,6,120.0,49.0,Neutral,59,13.11,8
8.8,9,69.0,27.0,Excellent,90,4.42,9
8.2,10,107.0,6.0,Excellent,92,0.8,9
7.7,10,38.0,22.0,Excellent,79,3.23,9
9.3,7,313.0,67.0,Bad,69,10.81,8
5.6,6,195.0,128.0,Neutral,64,4.29,7
9.6,8,238.0,6.0,Good,79,5.53,9
8.4,9,371.0,47.0,Good,80,0.94,10
6.6,8,280.0,21.0,Good,86,5.21,10
8.7,8,307.0,66.0,Good,74,7.8,9
5.3,7,458.0,48.0,Neutral,66,11.93,8
5.8,6,281.0,157.0,Neutral,65,9.78,8
6.1,8,44.0,2.0,Good,73,5.21,8
6.2,7,268.0,38.0,Neutral,75,9.24,10
5.4,6,251.0,13.0,Neutral,67,7.19,8
8.8,9,96.0,46.0,Good,91,2.93,10
6.6,6,77.0,115.0,Neutral,67,14.77,8
7.5,8,137.0,145.0,Good,82,3.4,9
6.1,7,210.0,30.0,Good,75,8.36,8
4.3,5,211.0,100.0,Bad,56,9.88,8
7.4,9,322.0,20.0,Excellent,87,0.77,10
4.1,5,196.0,0.0,Neutral,53,12.46,7
6.9,7,198.0,116.0,Good,66,7.87,8
4.9,6,365.0,8.0,Good,60,8.31,8
10.0,8,319.0,1.0,Good,85,2.78,10
8.4,9,258.0,26.0,Good,83,6.78,10
7.2,8,205.0,29.0,Neutral,77,5.55,10
8.9,9,165.0,5.0,Excellent,87,4.29,10
5.7,6,102.0,101.0,Neutral,47,13.94,6
7.8,9,71.0,31.0,Good,77,7.94,9
7.3,9,186.0,40.0,Good,85,2.41,10
7.4,8,46.0,18.0,Excellent,76,7.68,9
8.9,8,24.0,43.0,Good,64,5.58,8
8.1,9,211.0,87.0,Excellent,84,4.69,10
7.4,8,116.0,142.0,Excellent,85,4.6,9
4.5,3,65.0,211.0,Very Bad,40,14.52,6
5.6,7,347.0,33.0,Good,66,7.19,8
6.8,6,185.0,240.0,Neutral,60,12.62,7
7.1,9,439.0,21.0,Good,85,4.68,10
5.3,7,211.0,0.0,Neutral,69,4.93,9
10.0,8,45.0,88.0,Excellent,80,8.57,8
9.3,9,39.0,12.0,Excellent,78,6.71,9
7.9,10,110.0,3.0,Excellent,94,4.07,10
7.1,6,80.0,155.0,Neutral,49,12.46,7
6.7,7,197.0,94.0,Good,61,12.77,8
5.6,7,274.0,6.0,Neutral,77,9.49,9
7.1,7,234.0,90.0,Excellent,76,7.64,9
7.4,7,228.0,111.0,Good,77,8.54,10
5.1,5,465.0,141.0,Neutral,59,12.46,7
7.5,8,21.0,47.0,Neutral,70,6.83,9
6.8,8,422.0,73.0,Good,73,3.99,9
4.1,4,175.0,86.0,Bad,57,10.49,7
5.7,6,205.0,70.0,Neutral,59,14.46,7
6.4,8,182.0,62.0,Excellent,80,7.89,9
9.8,7,195.0,48.0,Good,69,7.31,8
7.8,9,483.0,39.0,Good,83,4.98,10
5.0,5,383.0,240.0,Bad,56,11.97,7
7.7,9,471.0,25.0,Excellent,86,3.89,10
4.7,7,283.0,6.0,Good,72,8.53,9
8.6,8,60.0,87.0,Good,78,5.82,9
6.3,8,167.0,14.0,Neutral,82,4.06,9
6.9,8,264.0,46.0,Good,87,5.84,10
9.0,8,143.0,6.0,Good,72,6.77,9
5.1,4,600.0,58.0,Bad,35,13.0,4
4.9,5,259.0,173.0,Bad,56,9.38,8
6.1,7,119.0,77.0,Good,63,8.92,8
8.6,10,301.0,14.0,Excellent,94,1.93,10
4.7,3,83.0,213.0,Bad,25,18.45,4
2.8,3,212.0,22.0,Bad,42,18.6,6
6.3,7,252.0,34.0,Neutral,71,8.42,8
7.8,8,470.0,41.0,Good,74,5.8,8
8.8,6,453.0,240.0,Neutral,68,6.2,8
6.3,8,267.0,4.0,Good,83,1.68,9
6.4,7,42.0,72.0,Good,61,9.95,7
8.7,8,152.0,27.0,Good,74,4.59,9
4.2,6,142.0,5.0,Neutral,64,10.32,7
6.4,7,102.0,164.0,Neutral,65,8.42,8
7.3,9,107.0,53.0,Excellent,76,5.5,9
7.7,9,309.0,84.0,Good,86,1.63,10
6.2,7,375.0,16.0,Neutral,75,4.07,9
7.1,7,230.0,86.0,Neutral,64,11.45,8
3.3,3,184.0,106.0,Very Bad,47,13.11,7
6.0,6,543.0,34.0,Neutral,61,9.16,8
7.7,9,213.0,51.0,Excellent,89,5.2,10
5.5,4,53.0,214.0,Bad,28,18.57,5
7.1,8,140.0,113.0,Excellent,78,6.44,9
7.7,9,200.0,35.0,Good,83,8.19,10
6.5,8,49.0,66.0,Neutral,84,2.45,10
7.3,8,200.0,92.0,Good,86,2.67,10
5.6,7,49.0,1.0,Good,64,9.25,7
6.7,8,206.0,53.0,Good,85,3.17,10
7.9,7,145.0,240.0,Good,68,9.14,8
7.2,8,283.0,176.0,Excellent,88,6.24,10
6.1,6,148.0,107.0,Neutral,52,10.01,7
7.3,9,274.0,7.0,Excellent,83,1.05,10
8.1,6,153.0,240.0,Neutral,53,11.83,7
3.9,4,62.0,56.0,Neutral,36,16.17,4
8.7,9,265.0,15.0,Good,84,2.89,10
6.5,7,176.0,67.0,Good,75,4.98,8
7.6,9,16.0,116.0,Excellent,79,7.31,8
8.8,9,76.0,7.0,Excellent,80,5.43,10
4.9,6,393.0,149.0,Neutral,67,7.6,7
5.9,5,600.0,152.0,Bad,36,13.28,4
6.6,9,120.0,1.0,Good,82,1.49,9
5.8,5,174.0,138.0,Bad,54,10.76,8
9.6,6,185.0,176.0,Neutral,54,13.95,8
5.7,8,136.0,2.0,Good,82,4.97,9
6.2,8,46.0,21.0,Good,87,2.0,9
7.3,9,78.0,28.0,Good,75,6.4,9
5.2,7,51.0,26.0,Neutral,63,9.45,7
6.4,6,67.0,85.0,Neutral,59,8.98,7
7.5,10,58.0,27.0,Excellent,86,2.0,10
6.5,6,160.0,188.0,Neutral,68,10.29,8
6.9,6,62.0,240.0,Neutral,55,9.82,7
6.2,7,327.0,23.0,Good,75,8.67,9
4.7,6,144.0,43.0,Neutral,57,7.64,8
7.5,9,88.0,49.0,Excellent,82,3.83,9
9.6,7,90.0,52.0,Good,67,6.2,8
7.0,8,41.0,28.0,Good,81,7.03,10
7.3,8,85.0,11.0,Good,87,6.22,10
8.0,10,383.0,3.0,Excellent,90,0.0,10
5.1,7,393.0,7.0,Neutral,62,9.64,9
9.6,6,46.0,139.0,Neutral,61,11.27,7
7.3,10,176.0,20.0,Excellent,100,0.0,10
9.4,8,258.0,5.0,Good,80,5.97,10
5.9,7,210.0,59.0,Neutral,59,9.78,7
9.7,8,171.0,5.0,Good,73,6.16,8
8.2,9,52.0,4.0,Good,85,3.69,9
7.8,9,288.0,58.0,Excellent,89,2.79,10
7.4,8,129.0,54.0,Good,69,8.1,8
6.6,8,170.0,3.0,Good,87,3.39,9
8.8,8,338.0,37.0,Good,69,7.87,9
7.2,9,158.0,34.0,Excellent,86,2.43,10
4.0,5,436.0,47.0,Neutral,54,13.99,6
5.3,6,65.0,80.0,Good,65,10.72,8
6.7,9,444.0,20.0,Excellent,85,3.14,10
7.5,9,98.0,34.0,Good,82,4.39,10
6.9,8,183.0,94.0,Excellent,84,4.92,10
8.8,7,511.0,153.0,Neutral,69,7.46,7
4.1,4,123.0,133.0,Bad,45,14.08,6
7.2,9,96.0,39.0,Good,83,6.75,9
4.3,6,119.0,44.0,Neutral,60,9.28,6
8.1,9,123.0,45.0,Neutral,88,2.02,9
6.9,7,251.0,122.0,Neutral,75,5.47,8
7.6,9,199.0,110.0,Excellent,80,5.6,10
5.7,6,598.0,22.0,Neutral,60,9.9,6
8.9,8,51.0,11.0,Good,77,3.23,9
8.6,8,231.0,29.0,Good,86,0.77,10
7.9,9,19.0,20.0,Excellent,92,2.87,9
6.8,7,283.0,181.0,Neutral,76,7.27,10
7.9,10,70.0,19.0,Excellent,91,3.77,10
5.9,7,33.0,12.0,Neutral,63,8.49,8
8.3,9,47.0,138.0,Excellent,88,2.29,10
9.5,6,600.0,5.0,Bad,52,10.11,5
8.6,9,107.0,18.0,Excellent,79,5.62,10
5.9,6,173.0,35.0,Good,59,13.85,8
7.5,9,459.0,54.0,Excellent,81,8.15,9
5.1,7,270.0,24.0,Good,74,8.68,9
7.9,10,342.0,41.0,Excellent,83,5.93,10
7.7,9,238.0,13.0,Excellent,86,1.51,10
4.2,5,86.0,51.0,Neutral,63,10.52,8
5.3,5,600.0,31.0,Bad,56,11.83,7
6.6,7,271.0,114.0,Good,68,4.55,8
6.5,8,207.0,32.0,Good,76,7.15,9
5.2,6,80.0,35.0,Neutral,57,9.05,6
7.6,9,300.0,54.0,Excellent,94,1.11,10
7.4,10,130.0,8.0,Excellent,88,0.04,9
6.7,7,235.0,10.0,Good,66,6.96,8
5.9,7,172.0,94.0,Good,68,8.02,8
8.6,10,132.0,19.0,Excellent,82,7.24,10
9.5,7,22.0,69.0,Good,75,5.07,8
6.3,8,210.0,6.0,Good,75,4.26,9
6.1,7,95.0,104.0,Good,71,6.65,9
7.7,7,192.0,240.0,Good,79,5.55,9
6.5,8,166.0,28.0,Good,72,4.62,9
6.8,8,47.0,42.0,Neutral,69,7.02,8
8.1,9,229.0,35.0,Good,76,1.48,10
4.1,4,97.0,135.0,Bad,49,16.52,7
9.0,9,173.0,1.0,Excellent,85,3.85,10
7.1,8,57.0,64.0,Good,78,4.01,9
6.4,7,144.0,63.0,Good,78,9.33,8
6.9,9,391.0,29.0,Excellent,85,4.4,10
6.9,9,235.0,15.0,Good,88,1.69,10
4.4,5,74.0,16.0,Neutral,51,16.44,7
9.2,8,80.0,97.0,Good,77,10.3,8
7.1,8,204.0,4.0,Excellent,74,6.83,9
7.7,8,561.0,50.0,Good,87,3.03,9
8.4,9,166.0,22.0,Excellent,92,2.76,10
5.5,6,30.0,18.0,Neutral,58,8.08,7
7.7,10,233.0,42.0,Excellent,92,2.09,10
6.6,8,189.0,137.0,Good,78,5.35,10
8.3,10,37.0,58.0,Excellent,81,0.0,10
3.8,4,148.0,93.0,Bad,36,14.72,5
6.9,8,149.0,55.0,Good,75,7.43,8
6.1,8,305.0,72.0,Good,72,5.91,9
7.6,9,138.0,34.0,Good,93,4.29,10
7.7,7,600.0,156.0,Good,68,9.48,8
5.9,7,143.0,42.0,Neutral,67,7.84,8
5.9,8,257.0,48.0,Good,83,4.76,10
6.8,7,448.0,45.0,Neutral,64,11.2,8
5.7,6,169.0,23.0,Good,58,11.49,7
8.3,10,86.0,16.0,Excellent,93,0.26,10
6.4,7,215.0,5.0,Neutral,67,10.38,8
2.6,2,118.0,76.0,Very Bad,36,14.48,4
6.4,8,116.0,20.0,Good,67,6.64,8
5.4,7,326.0,30.0,Good,63,10.83,8
4.6,5,69.0,151.0,Neutral,56,13.43,7
5.1,6,338.0,50.0,Neutral,60,9.01,8
7.2,8,91.0,6.0,Good,80,8.54,9
9.0,8,261.0,96.0,Excellent,84,2.8,10
7.5,7,600.0,18.0,Good,61,9.23,7
6.1,7,88.0,48.0,Neutral,66,9.24,8
7.7,9,130.0,43.0,Excellent,63,9.11,8
6.3,8,83.0,16.0,Neutral,70,9.39,8
6.0,8,245.0,7.0,Good,79,7.21,9
5.3,7,235.0,14.0,Neutral,79,8.15,9
4.4,6,279.0,6.0,Neutral,54,13.31,7
6.4,8,122.0,19.0,Excellent,77,5.35,7
7.2,7,60.0,240.0,Neutral,75,7.33,9
6.9,7,303.0,31.0,Good,87,3.44,9
6.4,8,114.0,120.0,Good,68,7.75,9
5.6,6,210.0,48.0,Neutral,65,10.27,8
7.9,9,95.0,66.0,Excellent,89,4.75,10
5.0,7,310.0,10.0,Neutral,80,4.41,10
8.2,9,150.0,19.0,Excellent,76,7.62,9
5.5,6,97.0,43.0,Neutral,58,13.0,7
5.9,7,97.0,128.0,Bad,66,9.07,9
4.8,7,60.0,3.0,Good,57,12.5,7
6.2,7,284.0,42.0,Good,71,9.54,9
8.5,9,238.0,3.0,Good,87,2.13,10
7.8,9,79.0,37.0,Excellent,83,5.13,9
8.5,7,56.0,59.0,Good,68,10.41,7
7.8,9,266.0,82.0,Good,78,6.35,10
5.3,7,308.0,9.0,Good,81,2.69,9
6.5,8,276.0,11.0,Good,80,4.58,9
5.8,8,57.0,38.0,Good,77,7.66,9
9.0,5,191.0,240.0,Bad,56,10.38,7
5.2,7,294.0,26.0,Neutral,69,8.41,9
8.3,7,600.0,33.0,Good,62,8.96,6
8.3,10,286.0,34.0,Good,83,2.75,10
9.7,9,112.0,5.0,Excellent,89,0.15,10
6.4,7,202.0,89.0,Neutral,78,5.38,9
8.1,10,141.0,18.0,Excellent,91,0.58,10
10.0,7,107.0,73.0,Neutral,63,11.16,7
6.1,7,165.0,39.0,Neutral,56,13.45,8
4.7,6,123.0,57.0,Bad,62,8.69,7
4.2,6,103.0,3.0,Neutral,55,7.86,8
8.1,9,59.0,132.0,Good,85,1.71,9
4.2,5,83.0,17.0,Neutral,56,10.87,7
6.4,8,52.0,67.0,Good,75,5.38,8
7.7,8,375.0,96.0,Neutral,84,5.05,10
7.3,9,54.0,47.0,Excellent,84,3.14,9
7.6,9,141.0,25.0,Neutral,88,5.84,10
7.3,7,57.0,229.0,Good,68,8.26,9
8.9,9,286.0,20.0,Excellent,88,5.29,10
5.6,5,165.0,178.0,Bad,63,7.18,8
6.0,7,284.0,10.0,Neutral,73,5.8,8
5.8,6,371.0,30.0,Bad,62,8.77,8
8.2,10,180.0,9.0,Good,91,2.11,10
8.4,10,96.0,0.0,Excellent,89,3.46,10
7.7,10,282.0,18.0,Excellent,94,0.0,10
8.8,9,246.0,5.0,Excellent,81,3.14,10
5.2,4,189.0,240.0,Bad,45,12.33,6
9.5,6,514.0,86.0,Neutral,60,11.73,7
9.3,8,212.0,0.0,Good,82,1.09,9
8.1,10,176.0,15.0,Excellent,100,0.0,10
9.7,7,172.0,67.0,Good,75,4.04,8
4.5,6,25.0,31.0,Neutral,60,9.52,8
6.2,7,53.0,107.0,Neutral,68,6.85,8
5.9,7,41.0,42.0,Good,81,3.09,10
8.1,8,421.0,64.0,Neutral,77,7.93,9
5.4,7,48.0,55.0,Good,72,5.11,8
8.1,10,75.0,61.0,Excellent,90,2.52,10
9.1,8,235.0,16.0,Good,85,5.66,10
8.0,9,51.0,28.0,Good,93,3.43,10
7.4,9,184.0,3.0,Good,87,0.9,9
5.5,7,216.0,53.0,Good,70,5.28,8
5.7,7,94.0,37.0,Good,61,12.18,7
8.9,8,15.0,86.0,Excellent,62,4.13,7
8.2,9,584.0,14.0,Excellent,84,5.01,9
6.9,9,292.0,34.0,Excellent,89,2.35,10
6.4,7,78.0,12.0,Neutral,66,10.11,8
4.0,5,61.0,57.0,Bad,54,10.91,6
5.4,6,111.0,113.0,Bad,65,8.76,7
9.9,7,195.0,87.0,Neutral,57,8.2,7
5.1,5,368.0,173.0,Neutral,50,10.8,7
7.3,7,226.0,214.0,Good,65,10.44,9
8.5,8,227.0,89.0,Good,86,8.72,10
5.1,7,62.0,20.0,Neutral,59,5.42,7
7.3,9,23.0,15.0,Good,72,10.75,8
8.4,9,226.0,36.0,Excellent,85,3.95,10
7.0,5,103.0,240.0,Neutral,61,13.81,7
10.0,8,153.0,32.0,Good,75,6.2,10
4.5,7,92.0,13.0,Neutral,68,9.97,8
8.6,8,279.0,173.0,Good,73,7.54,9
6.7,8,171.0,29.0,Good,73,10.53,9
8.2,9,188.0,70.0,Excellent,85,2.26,10
7.7,9,28.0,93.0,Good,87,1.9,9
5.9,6,120.0,111.0,Neutral,64,7.32,7
7.3,8,189.0,103.0,Good,82,8.18,10
4.2,5,343.0,109.0,Bad,60,9.1,7
7.9,9,77.0,66.0,Good,85,0.43,9
7.4,8,57.0,31.0,Good,77,8.45,9
8.0,9,210.0,66.0,Excellent,86,1.99,10
8.6,7,596.0,109.0,Neutral,64,9.41,7
7.6,9,110.0,26.0,Excellent,90,2.06,10
7.2,10,195.0,21.0,Excellent,91,2.61,10
5.7,7,107.0,25.0,Good,68,7.3,8
5.9,7,446.0,48.0,Neutral,73,7.85,7
8.8,10,31.0,3.0,Excellent,85,2.84,10
9.2,8,117.0,91.0,Good,75,3.85,9
6.6,8,227.0,9.0,Excellent,75,4.56,9
7.1,9,214.0,9.0,Excellent,85,6.22,10
5.6,8,65.0,13.0,Good,85,3.89,10
8.8,10,66.0,52.0,Excellent,99,0.0,10
8.0,10,132.0,20.0,Excellent,84,1.65,10
9.9,8,250.0,28.0,Excellent,87,5.59,10
5.7,6,36.0,161.0,Good,57,11.46,6
6.4,8,231.0,113.0,Neutral,76,4.18,9
7.3,8,156.0,115.0,Excellent,86,5.48,10
8.0,9,174.0,52.0,Good,74,7.97,10
6.7,8,134.0,121.0,Good,75,4.17,10
5.7,5,46.0,90.0,Bad,40,10.49,6
8.3,7,39.0,184.0,Good,66,8.41,9
8.1,10,138.0,4.0,Excellent,98,0.0,10
5.6,7,372.0,2.0,Neutral,67,7.46,8
9.0,10,76.0,12.0,Excellent,78,5.24,10
8.8,6,459.0,159.0,Neutral,63,9.34,7
7.2,9,198.0,56.0,Excellent,85,2.98,10
7.1,8,163.0,33.0,Good,81,6.11,9
7.8,10,146.0,43.0,Excellent,94,4.74,10
5.7,6,286.0,106.0,Neutral,63,7.22,8
7.0,8,115.0,159.0,Good,79,3.02,9
3.8,4,212.0,78.0,Bad,45,13.32,6
8.3,9,121.0,86.0,Good,79,5.07,10
4.7,6,469.0,23.0,Good,59,11.0,7
9.3,9,57.0,38.0,Good,86,6.79,10
6.5,7,93.0,130.0,Good,66,11.12,9
6.7,7,302.0,92.0,Good,83,6.35,10
6.1,7,267.0,69.0,Good,73,5.16,9
6.6,8,78.0,4.0,Good,68,7.54,8
9.1,9,217.0,2.0,Good,91,0.44,10
3.3,4,189.0,8.0,Bad,55,11.42,7
8.9,8,104.0,52.0,Good,75,7.04,9
7.5,9,143.0,46.0,Excellent,87,0.0,10
5.2,5,131.0,172.0,Neutral,47,6.17,7
5.4,7,178.0,71.0,Good,74,8.36,9
9.5,8,89.0,21.0,Good,66,11.8,8
5.6,6,42.0,11.0,Neutral,65,7.32,8
5.3,6,13.0,114.0,Neutral,59,7.76,7
8.7,8,295.0,37.0,Good,81,2.84,9
7.5,9,47.0,64.0,Excellent,71,4.44,8
5.6,6,218.0,50.0,Neutral,58,10.99,7
7.3,9,202.0,7.0,Excellent,79,7.64,10
5.5,6,156.0,4.0,Neutral,64,8.77,8
8.7,9,247.0,28.0,Excellent,83,1.67,10
8.6,9,418.0,27.0,Good,83,4.13,10
7.8,9,135.0,67.0,Good,86,0.0,10
7.5,9,126.0,60.0,Excellent,69,5.18,8
9.6,6,184.0,208.0,Neutral,65,6.96,8
7.0,8,169.0,117.0,Good,70,2.69,9
5.2,7,229.0,41.0,Neutral,71,5.1,9
7.7,9,240.0,42.0,Good,74,3.25,9
10.0,7,140.0,67.0,Good,76,5.65,9
5.5,6,487.0,7.0,Neutral,67,9.52,8
6.5,5,394.0,240.0,Bad,53,10.72,7
7.6,9,339.0,44.0,Good,88,2.44,10
6.9,8,312.0,144.0,Neutral,87,0.0,10
5.5,5,41.0,205.0,Bad,59,14.66,7
8.7,8,111.0,52.0,Good,71,10.64,9
10.0,8,91.0,7.0,Excellent,81,5.1,9
7.3,7,600.0,51.0,Good,52,11.84,6
5.6,6,141.0,55.0,Neutral,55,9.07,6
4.7,6,386.0,93.0,Good,71,7.69,8
7.4,7,575.0,3.0,Excellent,58,7.44,6
8.7,9,222.0,38.0,Excellent,83,2.64,9
7.7,7,491.0,154.0,Neutral,66,7.81,7
7.0,7,167.0,240.0,Good,82,6.49,10
6.1,7,216.0,13.0,Excellent,67,5.96,8
5.4,5,70.0,123.0,Bad,50,13.5,6
8.3,10,84.0,9.0,Excellent,96,2.77,10
8.4,8,126.0,110.0,Good,82,7.27,9
4.7,6,189.0,19.0,Neutral,59,9.97,7
9.4,6,355.0,193.0,Good,69,12.28,10
7.9,9,116.0,71.0,Excellent,90,1.86,10
9.1,9,255.0,31.0,Excellent,81,3.96,10
5.0,6,216.0,20.0,Good,62,9.35,7
5.0,6,102.0,16.0,Neutral,70,8.12,8
6.8,8,33.0,69.0,Good,75,5.24,8
7.8,9,252.0,136.0,Excellent,86,3.75,10
9.7,7,32.0,84.0,Neutral,66,9.87,8
8.1,9,111.0,108.0,Good,86,2.59,9
6.6,6,600.0,91.0,Neutral,62,7.94,7
5.5,5,177.0,232.0,Neutral,69,11.19,7
8.8,8,74.0,85.0,Good,76,5.35,9
5.6,7,141.0,14.0,Good,61,5.93,7
9.4,7,281.0,94.0,Good,69,8.66,9
6.6,8,57.0,23.0,Good,73,6.2,8
9.4,7,204.0,240.0,Good,77,4.63,9
8.0,10,65.0,28.0,Excellent,87,3.47,10
6.8,8,257.0,21.0,Good,68,7.35,9
6.2,7,492.0,16.0,Neutral,69,10.64,9
6.5,8,201.0,64.0,Good,76,6.11,9
7.6,10,52.0,7.0,Excellent,98,0.55,10
7.1,7,64.0,184.0,Good,59,12.32,6
6.1,8,387.0,21.0,Neutral,77,3.74,10
6.8,9,221.0,21.0,Good,82,1.02,10
7.1,9,179.0,3.0,Good,87,0.0,10
3.8,5,131.0,17.0,Neutral,58,8.6,7
7.7,10,39.0,33.0,Excellent,81,3.24,9
5.5,8,190.0,28.0,Good,80,7.02,10
5.3,7,131.0,19.0,Good,63,11.84,8
4.5,5,364.0,2.0,Neutral,56,11.47,7
4.3,5,245.0,21.0,Neutral,58,12.83,9
5.0,5,299.0,90.0,Neutral,65,10.97,7
5.9,7,144.0,35.0,Good,62,8.03,8
9.9,7,107.0,21.0,Neutral,57,6.03,6
6.2,7,115.0,22.0,Good,77,5.85,8
7.3,9,242.0,49.0,Good,96,4.01,10
7.6,9,206.0,22.0,Excellent,96,0.0,10
7.2,9,29.0,60.0,Good,84,2.35,10
6.9,5,600.0,240.0,Bad,52,11.73,5
5.2,7,313.0,3.0,Excellent,75,6.18,10
9.2,9,182.0,11.0,Good,80,5.91,9
9.7,8,373.0,12.0,Good,82,5.56,10
4.5,5,236.0,36.0,Bad,58,8.51,6
5.5,7,351.0,3.0,Bad,69,10.71,9
6.6,9,361.0,39.0,Excellent,80,4.6,10
5.6,5,239.0,159.0,Bad,48,11.44,6
7.8,10,88.0,1.0,Good,87,0.0,10
5.9,7,157.0,27.0,Bad,77,9.88,8
10.0,7,401.0,86.0,Good,76,2.93,9
8.8,8,95.0,10.0,Good,75,4.58,9
7.3,9,179.0,5.0,Excellent,97,0.0,10
8.5,9,84.0,60.0,Excellent,80,3.92,9
8.7,8,252.0,1.0,Neutral,95,1.37,10
6.2,6,142.0,97.0,Bad,66,9.13,7
5.8,7,527.0,4.0,Good,70,8.7,7
7.1,7,159.0,45.0,Neutral,78,9.75,10
8.3,9,458.0,81.0,Good,86,6.26,9
7.2,8,90.0,17.0,Good,67,3.7,8
4.6,6,250.0,7.0,Bad,74,6.07,9
5.8,7,269.0,12.0,Bad,68,11.65,9
6.9,8,223.0,116.0,Good,71,9.52,9
6.9,7,130.0,73.0,Neutral,50,12.08,6
